업종명,업소명,소재지(도로명),소재지(지번),영업자시작일,업태명
일반음식점,매콤촌,"서울특별시 동대문구 무학로 123, 1층 (용두동)",서울특별시 동대문구 용두동 235-2 1층 ,2004-10-11,한식
일반음식점,혜성,서울특별시 동대문구 왕산로 247-1 (청량리동),서울특별시 동대문구 청량리동 50-18 ,1993-06-09,한식
일반음식점,경발원,"서울특별시 동대문구 망우로21길 34 (휘경동,(휘경일길 22))",서울특별시 동대문구 휘경동 261-1 (휘경일길 22) ,2015-03-19,중국식
일반음식점,대성집,"서울특별시 동대문구 무학로43길 44 (용두동,(용머리길 57))",서울특별시 동대문구 용두동 754-9 (용머리길 57) ,1981-09-07,한식
일반음식점,일미기사식당,서울특별시 동대문구 회기로 105 (회기동),서울특별시 동대문구 회기동 60-267 ,2019-07-10,한식
일반음식점,허브영양족발,"서울특별시 동대문구 천호대로 70, 지하1층 (용두동)",서울특별시 동대문구 용두동 127-18 ,2019-02-11,한식
일반음식점,을목호프,서울특별시 동대문구 전농로 130 (전농동),서울특별시 동대문구 전농동 295-30 ,2009-09-23,호프/통닭
일반음식점,메가커피,"서울특별시 동대문구 왕산로 3, 1층 (신설동)",서울특별시 동대문구 신설동 84-5 1층 ,2016-10-17,분식
일반음식점,홍능족발,"서울특별시 동대문구 홍릉로 20, 1층 (청량리동)",서울특별시 동대문구 청량리동 311 ,2020-05-26,한식
일반음식점,별미 명태랑 낙지랑,"서울특별시 동대문구 하정로5길 1, 1층 (신설동)",서울특별시 동대문구 신설동 98-8 1층 ,2015-09-23,한식
일반음식점,홍능갈비본점,"서울특별시 동대문구 제기로 85, 1,2/1,2,3층 (청량리동)","서울특별시 동대문구 청량리동 520-14 520-15,16,17,19,20,24,25 ",2016-12-30,한식
일반음식점,태능식당,"서울특별시 동대문구 망우로 131 (휘경동,(망우로 241))",서울특별시 동대문구 휘경동 112-49 (망우로 241) ,2002-07-10,한식
일반음식점,홍콩반점0410(경희대점),서울특별시 동대문구 경희대로 12-1 (회기동),서울특별시 동대문구 회기동 16-46 ,2022-06-16,중국식
일반음식점,24시해장국,서울특별시 동대문구 휘경로 12 (이문동),서울특별시 동대문구 이문동 305-59 ,1993-01-20,한식
일반음식점,한우리한방민물장어생삼겹,"서울특별시 동대문구 홍릉로5길 6, 1층 (청량리동)",서울특별시 동대문구 청량리동 703 1층 ,2019-10-16,탕류(보신용)
일반음식점,목화집,"서울특별시 동대문구 전농로15길 22 (전농동,(전농로147))",서울특별시 동대문구 전농동 295-48 (전농로147) ,2008-06-24,한식
일반음식점,지영식당,서울특별시 동대문구 전농로15길 7 (전농동),서울특별시 동대문구 전농동 295-52 ,1993-08-18,한식
일반음식점,오복치킨,서울특별시 동대문구 홍릉로 14-2 (청량리동),서울특별시 동대문구 청량리동 298-0 ,2021-03-09,호프/통닭
일반음식점,미미식당,,서울특별시 동대문구 용두동 90-2 (용두일길71) ,1980-06-17,한식
일반음식점,완도회집,서울특별시 동대문구 고산자로 503-2 (제기동),서울특별시 동대문구 제기동 719-2 ,2016-06-30,일식
일반음식점,송정,"서울특별시 동대문구 서울시립대로 129, 1층 (전농동)",서울특별시 동대문구 전농동 129-20 1층 ,2013-02-22,한식
일반음식점,홍파식당,,서울특별시 동대문구 제기동 634-0 ,1998-12-19,한식
일반음식점,육쌈냉면,서울특별시 동대문구 홍릉로 8-1 (청량리동),서울특별시 동대문구 청량리동 283 ,2014-02-17,냉면집
일반음식점,소양강메기매운탕,"서울특별시 동대문구 천호대로 14 (신설동,(하정로 16))",서울특별시 동대문구 신설동 103-6 (하정로 16) ,2006-08-29,한식
일반음식점,오복식당,"서울특별시 동대문구 황물로 65-14, 1층 (답십리동)",서울특별시 동대문구 답십리동 469-2 ,1989-01-05,한식
일반음식점,후쿠라멘,"서울특별시 동대문구 한빛로 11, 1층 (신설동)",서울특별시 동대문구 신설동 67-1 ,2022-05-23,한식
일반음식점,태화루앤도화 떳다철가방,"서울특별시 동대문구 장한로5길 53, 1층 (장안동)",서울특별시 동대문구 장안동 403-3 ,2015-01-27,중국식
일반음식점,중화호반닭갈비·막국수,"서울특별시 동대문구 이문로 42, 1층 (휘경동)",서울특별시 동대문구 휘경동 321-14 1층 ,2012-07-20,한식
일반음식점,성천막국수,"서울특별시 동대문구 답십리로48나길 2, 1층 (답십리동)",서울특별시 동대문구 답십리동 33-28 ,2006-03-14,분식
일반음식점,마포원보쌈,서울특별시 동대문구 하정로3길 14 (신설동),서울특별시 동대문구 신설동 98-12 ,2011-11-09,탕류(보신용)
일반음식점,식스센스다이닝,"서울특별시 동대문구 왕산로2길 9 (신설동,(신설길 5))",서울특별시 동대문구 신설동 98-17 (신설길 5) ,2019-09-02,호프/통닭
일반음식점,길식당,"서울특별시 동대문구 천호대로 52 (용두동,(하정로54))",서울특별시 동대문구 용두동 252-159 (하정로54) ,1987-11-16,한식
일반음식점,우리식당,서울특별시 동대문구 고산자로28가길 21 (용두동),서울특별시 동대문구 용두동 39-628 ,2017-02-07,한식
일반음식점,세겹살,"서울특별시 동대문구 천호대로 281 (답십리동,(천호대로 117))",서울특별시 동대문구 답십리동 495-1 (천호대로 117) ,2008-07-23,한식
일반음식점,칠칠켄터키,서울특별시 동대문구 장한로2길 19 (장안동),서울특별시 동대문구 장안동 463-8 ,2015-08-27,호프/통닭
일반음식점,목포집,"서울특별시 동대문구 망우로21길 30, 1층 (휘경동, 망우로21길32)",서울특별시 동대문구 휘경동 259 ,2002-12-04,일식
일반음식점,제일식당,"서울특별시 동대문구 왕산로 112-5, 1층 (용두동)",서울특별시 동대문구 용두동 709-20 ,2020-03-25,한식
일반음식점,동해루,"서울특별시 동대문구 전농로 235 (전농동,(전농로235-1))",서울특별시 동대문구 전농동 103-286 (전농로235-1) ,1999-03-25,중국식
일반음식점,북경,"서울특별시 동대문구 장한로28길 44, 2층 (장안동)",서울특별시 동대문구 장안동 331-12 ,2021-05-31,중국식
일반음식점,"북경,영빈관","서울특별시 동대문구 장한로2길 24, 2층 (장안동)",서울특별시 동대문구 장안동 464-6 2층 ,2014-08-19,중국식
일반음식점,국가대표바지락손칼국수,"서울특별시 동대문구 천호대로85길 40, 2층 (장안동)",서울특별시 동대문구 장안동 448-1 ,2003-10-07,한식
일반음식점,청년다방서울시립대점,"서울특별시 동대문구 전농로 230, 1층 (전농동)",서울특별시 동대문구 전농동 103-320 ,2017-04-19,경양식
일반음식점,김밥천국,"서울특별시 동대문구 망우로 83 (휘경동,(망우로 193))",서울특별시 동대문구 휘경동 270-1 (망우로 193) ,2006-04-04,분식
일반음식점,강세호참치,서울특별시 동대문구 천호대로 7-10 (신설동),서울특별시 동대문구 신설동 102-32 ,2021-12-08,한식
일반음식점,진미식당,서울특별시 동대문구 제기로2길 8 (제기동),서울특별시 동대문구 제기동 67-106 ,2011-11-29,한식
일반음식점,바니양념통닭,"서울특별시 동대문구 망우로 14 (휘경동,(망우로 124))",서울특별시 동대문구 휘경동 312-261 (망우로 124) ,1999-09-14,통닭(치킨)
일반음식점,광주회관,서울특별시 동대문구 이문로 118 (이문동),서울특별시 동대문구 이문동 288-4 ,2007-10-02,한식
일반음식점,산촌버섯마을,"서울특별시 동대문구 왕산로2길 22 (신설동,(신설길12))",서울특별시 동대문구 신설동 102-36 (신설길12) ,2006-06-22,한식
일반음식점,중국성,"서울특별시 동대문구 왕산로2길 22 (신설동,(신설길 12))",서울특별시 동대문구 신설동 102-36 (신설길 12) ,2020-09-25,중국식
일반음식점,아름다운설렁탕,"서울특별시 동대문구 한빛로 3 (신설동,(한빛길5))",서울특별시 동대문구 신설동 80-4 (한빛길5) ,2019-06-18,한식
일반음식점,보성장,서울특별시 동대문구 서울시립대로 122 (전농동),서울특별시 동대문구 전농동 129-42 ,2019-03-06,한식
일반음식점,장수돌솥밥,서울특별시 동대문구 한천로 67-1 (답십리동),서울특별시 동대문구 답십리동 4-259 ,2003-05-07,한식
일반음식점,오가네주먹고기,"서울특별시 동대문구 사가정로 231 (장안동,(사가정길231))",서울특별시 동대문구 장안동 285-3 (사가정길231) ,2009-02-10,한식
일반음식점,더 맛있는 족발보쌈 장한평점,"서울특별시 동대문구 장한로2길 15, 1층 (장안동)",서울특별시 동대문구 장안동 463-4 ,2021-11-09,한식
일반음식점,명인만두,서울특별시 동대문구 천호대로 427-4 (장안동),서울특별시 동대문구 장안동 465-1 ,2020-02-20,분식
일반음식점,목포식당,"서울특별시 동대문구 왕산로41길 19 (청량리동,(1층))",서울특별시 동대문구 청량리동 284-4 (1층) ,2010-09-28,한식
일반음식점,노랑통닭 경희대점,"서울특별시 동대문구 경희대로1길 13, 1층 (회기동)",서울특별시 동대문구 회기동 60-51 1층 ,2021-07-12,호프/통닭
일반음식점,진성각,"서울특별시 동대문구 신이문로 4, 1층 (이문동)",서울특별시 동대문구 이문동 255-251 1층 ,2019-03-29,횟집
일반음식점,만리향,서울특별시 동대문구 장한로28가길 122-13 (장안동),서울특별시 동대문구 장안동 314-13 ,1998-02-05,중국식
일반음식점,개화,"서울특별시 동대문구 답십리로65길 69, 1층 (장안동)",서울특별시 동대문구 장안동 123-1 1층 ,2019-02-12,중국식
일반음식점,노바 이탈리아노,,서울특별시 동대문구 회기동 33-1 (경희대길 36) ,2007-12-24,경양식
일반음식점,비스마르크,서울특별시 동대문구 휘경로 9 (이문동),서울특별시 동대문구 이문동 289-1 ,2008-02-15,호프/통닭
일반음식점,메이퀸,서울특별시 동대문구 휘경로 9 (이문동),서울특별시 동대문구 이문동 289-1 ,1989-04-24,한식
일반음식점,또봉이통닭신설동점,"서울특별시 동대문구 왕산로2길 18, 1층 (신설동)",서울특별시 동대문구 신설동 102-35 1층 ,2016-09-19,한식
일반음식점,샘터컨츄리치킨,"서울특별시 동대문구 약령시로 105, 1층 (제기동)",서울특별시 동대문구 제기동 348-1 ,2004-08-27,통닭(치킨)
일반음식점,아메리카치킨,"서울특별시 동대문구 천호대로 221 (답십리동,(천호대로55))",서울특별시 동대문구 답십리동 465-55 (천호대로55) ,1996-12-07,통닭(치킨)
일반음식점,두리,,서울특별시 동대문구 장안동 199-9 ,1998-12-19,분식
일반음식점,그린치킨닥터,서울특별시 동대문구 이문로28길 8 (이문동),서울특별시 동대문구 이문동 287-44 ,2003-07-04,한식
일반음식점,늘봄,,서울특별시 동대문구 전농동 655-12 (답십리길87) ,2004-04-19,호프/통닭
일반음식점,황제코다리&족발,"서울특별시 동대문구 왕산로2길 32, 1층 (신설동)",서울특별시 동대문구 신설동 102-37 ,2019-11-21,한식
일반음식점,팔도빈대떡앤보쌈,"서울특별시 동대문구 왕산로2길 23 (신설동,(신설길13))",서울특별시 동대문구 신설동 97-34 (신설길13) ,2015-07-23,한식
일반음식점,용화장,"서울특별시 동대문구 천호대로17길 73, 지상1층 (용두동)",서울특별시 동대문구 용두동 112-42 ,2022-07-08,한식
일반음식점,용두똥돼지,"서울특별시 동대문구 무학로 114, 1층 (용두동)",서울특별시 동대문구 용두동 118-86 ,2006-04-10,한식
일반음식점,용두옥,"서울특별시 동대문구 무학로20길 34 (용두동,(풍인길9))",서울특별시 동대문구 용두동 129-486 (풍인길9) ,2020-11-17,한식
일반음식점,오돌이,"서울특별시 동대문구 무학로 113 (용두동,(무학로90))",서울특별시 동대문구 용두동 235-23 (무학로90) ,2009-11-12,한식
일반음식점,태백숯불갈비,"서울특별시 동대문구 천호대로 126 (용두동,(하정로 130))",서울특별시 동대문구 용두동 36-7 (하정로 130) ,2009-06-23,한식
일반음식점,미강,서울특별시 동대문구 천호대로27길 62 (용두동),서울특별시 동대문구 용두동 45-7 ,2012-05-29,한식
일반음식점,토성옥,"서울특별시 동대문구 약령서길 28 (제기동,(약령서길 38))",서울특별시 동대문구 제기동 892-12 (약령서길 38) ,2021-05-20,한식
일반음식점,삼보기사식당,"서울특별시 동대문구 정릉천동로 109 (제기동,(방아다리길 43))",서울특별시 동대문구 제기동 1203-0 (방아다리길 43) ,2000-01-20,한식
일반음식점,전농칼국수,"서울특별시 동대문구 사가정로 138 (전농동,(사가정길138))",서울특별시 동대문구 전농동 38-59 (사가정길138) ,2021-06-16,한식
일반음식점,안흥갈비 본점,"서울특별시 동대문구 장한로 153, 1층 (장안동)",서울특별시 동대문구 장안동 306-1 1층 ,2019-03-11,한식
일반음식점,정원갈비,"서울특별시 동대문구 장한로2길 7 (장안동,(장평1길5))",서울특별시 동대문구 장안동 433-8 (장평1길5) ,1998-12-19,한식
일반음식점,전농동 해물알탕전문,"서울특별시 동대문구 장한로2길 7, 1층 (장안동)",서울특별시 동대문구 장안동 433-8 1층 ,2022-02-25,통닭(치킨)
일반음식점,진주식당,"서울특별시 동대문구 왕산로 239 (청량리동,지하1층 (망우로 33))",서울특별시 동대문구 청량리동 235-6 지하1층 (망우로 33) ,2005-05-04,한식
일반음식점,팔각도 경희대점,"서울특별시 동대문구 회기로13길 10, 1층 (회기동)",서울특별시 동대문구 회기동 60-66 1층 ,2021-07-16,한식
일반음식점,이조해장국,"서울특별시 동대문구 망우로21길 24 (휘경동,257 (휘경일길 14))",서울특별시 동대문구 휘경동 256-0 257 (휘경일길 14) ,1999-10-28,한식
일반음식점,고흥식당,서울특별시 동대문구 휘경로2가길 1 (이문동),서울특별시 동대문구 이문동 305-3 ,1984-11-12,한식
일반음식점,아사원,서울특별시 동대문구 한천로 441 (이문동),서울특별시 동대문구 이문동 175-20 ,1988-01-28,한식
일반음식점,비움(BIUM),서울특별시 동대문구 망우로 80 (휘경동),서울특별시 동대문구 휘경동 276-45 ,2022-07-21,한식
일반음식점,커피홀 촬영소사거리점,"서울특별시 동대문구 한천로 142, 1층 (장안동)",서울특별시 동대문구 장안동 543 1층 ,2021-04-14,기타
일반음식점,보배반점 외대점,"서울특별시 동대문구 휘경로2길 3, 1층 (이문동)",서울특별시 동대문구 이문동 305-73 1층 ,2019-03-07,통닭(치킨)
일반음식점,설,서울특별시 동대문구 경희대로 9 (회기동),서울특별시 동대문구 회기동 16-73 ,2008-12-17,분식
일반음식점,동해해물탕,"서울특별시 동대문구 왕산로2길 32 (신설동,(신설길16))",서울특별시 동대문구 신설동 102-37 (신설길16) ,2006-02-15,탕류(보신용)
일반음식점,태성정,"서울특별시 동대문구 난계로30길 48-5, 지상1층 (신설동)",서울특별시 동대문구 신설동 104-16 ,2022-07-06,한식
일반음식점,행복한연탄92,서울특별시 동대문구 답십리로 145-1 (답십리동),서울특별시 동대문구 답십리동 241-10 ,2012-03-30,한식
일반음식점,흙식당,"서울특별시 동대문구 전농로 12 (답십리동,(전농로12))",서울특별시 동대문구 답십리동 488-327 (전농로12) ,1996-09-20,한식
일반음식점,원보리밥,"서울특별시 동대문구 답십리로 293 (장안동,(답십리길 293))",서울특별시 동대문구 장안동 330-2 (답십리길 293) ,2010-01-11,한식
일반음식점,치킨뱅이,"서울특별시 동대문구 장한로2길 14, 지상1층 (장안동)",서울특별시 동대문구 장안동 464-3 ,2005-06-10,통닭(치킨)
일반음식점,어썸타이,서울특별시 동대문구 망우로21길 24 (휘경동),서울특별시 동대문구 휘경동 256 ,2022-08-10,기타
일반음식점,신통일부대찌개,서울특별시 동대문구 이문로28길 9 (이문동),서울특별시 동대문구 이문동 288-55 ,2012-05-30,호프/통닭
일반음식점,성신식당,,서울특별시 동대문구 답십리동 497-24 ,1985-12-16,한식
일반음식점,영화루,서울특별시 동대문구 천호대로93길 8 (장안동),서울특별시 동대문구 장안동 457-14 ,1998-12-28,중국식
일반음식점,실크로드,"서울특별시 동대문구 전농로 219 (전농동,(전농로221))",서울특별시 동대문구 전농동 103-347 (전농로221) ,2005-01-05,까페
일반음식점,볼텍스,"서울특별시 동대문구 휘경로 14 (이문동,(휘경로 14))",서울특별시 동대문구 이문동 305-61 (휘경로 14) ,2001-08-22,호프/통닭
일반음식점,산자락,서울특별시 동대문구 왕산로2길 34 (신설동),서울특별시 동대문구 신설동 102-4 ,2003-04-26,한식
일반음식점,길목치킨,"서울특별시 동대문구 장한로2길 19, 1층 (장안동)",서울특별시 동대문구 장안동 463-8 ,2004-10-13,통닭(치킨)
일반음식점,도야족발보쌈장안점,서울특별시 동대문구 한천로14길 83 (장안동),서울특별시 동대문구 장안동 376-4 ,2016-02-11,한식
일반음식점,빈대떡왕대포,"서울특별시 동대문구 답십리로 252, 세현빌딩 1층 (장안동)",서울특별시 동대문구 장안동 143-40 세현빌딩 ,2018-06-05,정종/대포집/소주방
일반음식점,비스트리트(B.street),"서울특별시 동대문구 휘경로 18-1, 지하1층 (이문동)",서울특별시 동대문구 이문동 305-64 ,2019-12-19,정종/대포집/소주방
일반음식점,가정식당,"서울특별시 동대문구 안암로16길 15 (용두동,(용머리길 100))",서울특별시 동대문구 용두동 740-18 (용머리길 100) ,1993-09-24,한식
일반음식점,선진국낙지마당,서울특별시 동대문구 장한로 149-1 (장안동),서울특별시 동대문구 장안동 306-11 ,2019-02-15,한식
일반음식점,원성집,"서울특별시 동대문구 천호대로89길 16 (장안동,(장평2길 26))",서울특별시 동대문구 장안동 458-1 (장평2길 26) ,1998-12-19,한식
일반음식점,무교동미성낙지장안본점,"서울특별시 동대문구 장한로12길 7, 지상1층 (장안동)",서울특별시 동대문구 장안동 361-3 ,2016-12-27,한식
일반음식점,장안술집,서울특별시 동대문구 답십리로 272-6 (장안동),서울특별시 동대문구 장안동 370-4 ,2022-06-16,한식
일반음식점,기깔난게장 무한리필 장안동본점,"서울특별시 동대문구 장한로17길 13-10, 1층 (장안동)",서울특별시 동대문구 장안동 378-6 ,2021-05-27,한식
일반음식점,은하집,서울특별시 동대문구 전농로15길 22 (전농동),서울특별시 동대문구 전농동 295-48 ,2016-12-05,한식
일반음식점,르네상스,"서울특별시 동대문구 왕산로 269 (청량리동,(망우로 63))",서울특별시 동대문구 청량리동 30-6 (망우로 63) ,2001-11-30,경양식
일반음식점,김밥천국,"서울특별시 동대문구 이문로 34-1 (휘경동, 지상1층)",서울특별시 동대문구 휘경동 321-27 지상1층 ,2012-09-04,분식
일반음식점,가마솥설렁탕,"서울특별시 동대문구 왕산로40길 6, 지상1층 (전농동)",서울특별시 동대문구 전농동 620-26 1층 ,2004-02-07,한식
일반음식점,봉평메밀막국수,"서울특별시 동대문구 홍릉로3길 8 (청량리동,(청량시장5길 21))",서울특별시 동대문구 청량리동 737-0 (청량시장5길 21) ,2021-05-06,한식
일반음식점,호남식당,"서울특별시 동대문구 한천로 31 (답십리동,(한천로31))",서울특별시 동대문구 답십리동 952-4 (한천로31) ,1997-05-22,한식
일반음식점,신설집,"서울특별시 동대문구 하정로 50-1, 1층 (신설동)",서울특별시 동대문구 신설동 92-9 1층 ,2022-06-02,한식
일반음식점,칠락집,서울특별시 동대문구 홍릉로3길 19 (제기동),서울특별시 동대문구 제기동 486-3 ,1994-11-26,한식
일반음식점,원조보쌈,"서울특별시 동대문구 제기로 17 (제기동,(제기로 17))",서울특별시 동대문구 제기동 135-84 (제기로 17) ,2000-02-18,한식
일반음식점,마포식당,"서울특별시 동대문구 홍릉로3길 17-1, 1~2층 (제기동)",서울특별시 동대문구 제기동 486-33 1~2층 ,2003-08-25,한식
일반음식점,전주남문토종순대국전농,"서울특별시 동대문구 전농로 156, 2층 (전농동)",서울특별시 동대문구 전농동 60-33 ,2015-11-17,한식
일반음식점,태능갈비,"서울특별시 동대문구 전농로17길 3 (전농동,(전농시장길 3))",서울특별시 동대문구 전농동 60-82 (전농시장길 3) ,2010-10-05,한식
일반음식점,원정숯불바베큐,"서울특별시 동대문구 전농로 129 (전농동,(전농로129))",서울특별시 동대문구 전농동 295-143 (전농로129) ,2011-04-26,한식
일반음식점,장안삼계탕,"서울특별시 동대문구 전농로 50, 1층 (답십리동)",서울특별시 동대문구 답십리동 35-10 ,2001-12-26,한식
일반음식점,참진한순대국,"서울특별시 동대문구 전농로 13 (답십리동,지상1층)",서울특별시 동대문구 답십리동 490-49 지상1층 ,2016-10-17,한식
일반음식점,일심해장국,"서울특별시 동대문구 장한로 179 (장안동,(장한로 179))",서울특별시 동대문구 장안동 302-3 (장한로 179) ,2018-12-13,한식
일반음식점,현대민물장어,"서울특별시 동대문구 장한로 120, 1층 (장안동)",서울특별시 동대문구 장안동 367-2 1층 ,2020-07-08,한식
일반음식점,대흥설농탕,서울특별시 동대문구 한천로 60 (장안동),서울특별시 동대문구 장안동 192-75 ,1987-12-22,한식
일반음식점,엉클정부대찌개,서울특별시 동대문구 장한로25길 8 (장안동),서울특별시 동대문구 장안동 369-4 ,2014-02-18,한식
일반음식점,힘찬장어,,서울특별시 동대문구 장안동 363-13 ,2011-10-10,한식
일반음식점,삼대나주곰탕(회기점),"서울특별시 동대문구 회기로 192 (휘경동,(휘경서길 16))",서울특별시 동대문구 휘경동 319-8 (휘경서길 16) ,2015-09-15,한식
일반음식점,홍콩,,서울특별시 동대문구 제기동 1204-0 (방아다리길 41) ,1993-11-17,중국식
일반음식점,레프트커피,"서울특별시 동대문구 회기로 164, 1층 (회기동)",서울특별시 동대문구 회기동 61-10 ,2016-12-29,패스트푸드
일반음식점,마늘각시,"서울특별시 동대문구 왕산로 116 (용두동,(왕산로252-3))",서울특별시 동대문구 용두동 709-2 (왕산로252-3) ,2002-04-25,호프/통닭
일반음식점,봉평메밀국수,"서울특별시 동대문구 왕산로 177-3, 1층 (제기동)",서울특별시 동대문구 제기동 635-33 1층 ,2018-03-27,한식
일반음식점,블르,"서울특별시 동대문구 장한로13길 7 (장안동,(샛별공원1길11))",서울특별시 동대문구 장안동 376-1 (샛별공원1길11) ,2005-11-08,한식
일반음식점,밥한술,"서울특별시 동대문구 휘경로2길 5-6, 1층 (이문동)",서울특별시 동대문구 이문동 305-76 1층 ,2019-02-11,한식
일반음식점,썬더치킨,"서울특별시 동대문구 제기로 79, 1층 (청량리동)",서울특별시 동대문구 청량리동 520-41 1층 ,2017-09-25,한식
일반음식점,소년소고기,"서울특별시 동대문구 천호대로85길 26-6 (장안동,지상 1층)",서울특별시 동대문구 장안동 463-7 지상 1층 ,2015-11-13,한식
일반음식점,대박소곱창,"서울특별시 동대문구 장한로 69 (장안동,(장한로69))",서울특별시 동대문구 장안동 375-3 (장한로69) ,2022-06-16,기타
일반음식점,만복보쌈,"서울특별시 동대문구 장한로 53, 1층 (장안동)",서울특별시 동대문구 장안동 429-2 ,2021-02-22,분식
일반음식점,전주식당,"서울특별시 동대문구 이문로 62, 1층 (휘경동)",서울특별시 동대문구 휘경동 187-4 1층 ,1989-05-26,분식
일반음식점,자매손칼국수,"서울특별시 동대문구 하정로 50-1, 1층 (신설동)",서울특별시 동대문구 신설동 92-9 1층 ,2013-06-12,분식
일반음식점,모닥불,서울특별시 동대문구 회기로8길 34 (청량리동),서울특별시 동대문구 청량리동 205-569 ,2009-03-27,한식
일반음식점,홍해바다,"서울특별시 동대문구 왕산로2길 14, 1층 (신설동)",서울특별시 동대문구 신설동 102-33 1층 ,2012-08-03,한식
일반음식점,가정집삼계탕,"서울특별시 동대문구 난계로30길 48-4, 1층 (신설동)",서울특별시 동대문구 신설동 104-11 ,2017-10-23,한식
일반음식점,이녁식당,"서울특별시 동대문구 천호대로45나길 52, 1층 (용두동)",서울특별시 동대문구 용두동 39-525 ,2018-05-24,한식
일반음식점,등촌샤브칼국수,"서울특별시 동대문구 장한로 140 (장안동,(장한로 140))",서울특별시 동대문구 장안동 308-1 (장한로 140) ,2003-03-06,한식
일반음식점,박가네 아바이순대,서울특별시 동대문구 장한로6길 30 (장안동),서울특별시 동대문구 장안동 460-5 ,2009-03-02,한식
일반음식점,장안칼국수,서울특별시 동대문구 천호대로85길 22 (장안동),서울특별시 동대문구 장안동 463-1 ,2012-03-23,분식
일반음식점,한방삼계탕,"서울특별시 동대문구 천호대로83길 84, 1층 (장안동)",서울특별시 동대문구 장안동 430-1 ,2018-03-07,탕류(보신용)
일반음식점,장안동100근집,"서울특별시 동대문구 답십리로 272-6, 지상1층 (장안동)",서울특별시 동대문구 장안동 370-4 ,2017-09-05,한식
일반음식점,북경양꼬치샤브샤브집,"서울특별시 동대문구 답십리로68길 10, 1층 (장안동)",서울특별시 동대문구 장안동 387-5 ,2019-08-07,한식
일반음식점,동촌,서울특별시 동대문구 장한로18길 10 (장안동),서울특별시 동대문구 장안동 363-2 ,2019-04-24,한식
일반음식점,옛가바지락칼국수,"서울특별시 동대문구 장한로26길 32 (장안동,(장평11길 16))",서울특별시 동대문구 장안동 342-14 (장평11길 16) ,2015-08-03,한식
일반음식점,서원,"서울특별시 동대문구 경희대로1가길 32, 2층 (회기동)",서울특별시 동대문구 회기동 42-10 2층 ,2021-08-26,중국식
일반음식점,삼성루,서울특별시 동대문구 경희대로1가길 27 (회기동),서울특별시 동대문구 회기동 42-15 ,2018-09-04,중국식
일반음식점,장수식당,서울특별시 동대문구 이문로30길 1 (이문동),서울특별시 동대문구 이문동 292-170 ,2006-11-06,한식
일반음식점,중국성,"서울특별시 동대문구 왕산로 225 (청량리동,미주상가A-207 (망우로 19))",서울특별시 동대문구 청량리동 235-4 미주상가A-207 (망우로 19) ,2007-05-21,중국식
일반음식점,다잘될거야,"서울특별시 동대문구 고산자로 391, 1층 (용두동)",서울특별시 동대문구 용두동 38-1 1층 ,2015-08-10,호프/통닭
일반음식점,조령식당,"서울특별시 동대문구 왕산로 232-1 (전농동,(망우로 26-1))",서울특별시 동대문구 전농동 597-28 (망우로 26-1) ,2008-01-29,한식
일반음식점,스카이라이브,"서울특별시 동대문구 회기로 129-1, 지하1층 (회기동)",서울특별시 동대문구 회기동 60-57 지하1층 ,2021-05-24,호프/통닭
일반음식점,플러스,"서울특별시 동대문구 이문로30길 22, 2층 (이문동)",서울특별시 동대문구 이문동 288-79 2층 ,2012-11-01,호프/통닭
일반음식점,신꼬끼오,"서울특별시 동대문구 전농로19길 5 (전농동,(전농시장1길1))",서울특별시 동대문구 전농동 60-81 (전농시장1길1) ,2019-06-20,호프/통닭
일반음식점,미락분식,"서울특별시 동대문구 천호대로 241, 101동 10호 (답십리동, 벽산메가트리움)",서울특별시 동대문구 답십리동 999 벽산메가트리움 101동 10호,2018-05-11,분식
일반음식점,만나식당,"서울특별시 동대문구 장한로25길 8, 지상1층 (장안동)",서울특별시 동대문구 장안동 369-4 ,2003-04-11,한식
일반음식점,자매식당,"서울특별시 동대문구 한천로 148 (장안동,(한천로148))",서울특별시 동대문구 장안동 535-2 (한천로148) ,1996-10-18,한식
일반음식점,준,"서울특별시 동대문구 홍릉로 50 (청량리동,(홍릉길 52))",서울특별시 동대문구 청량리동 366-0 (홍릉길 52) ,1993-05-12,분식
일반음식점,등촌칼국수,서울특별시 동대문구 회기로21길 38 (회기동),서울특별시 동대문구 회기동 29-2 ,2003-12-31,한식
일반음식점,오아시스,"서울특별시 동대문구 망우로 81, 2층 (휘경동)",서울특별시 동대문구 휘경동 269-7 ,1993-01-09,호프/통닭
일반음식점,탐스,서울특별시 동대문구 휘경로2길 5-10 (이문동),서울특별시 동대문구 이문동 305-78 ,2008-12-30,한식
일반음식점,연푸드,"서울특별시 동대문구 홍릉로3길 13, 1층 (제기동)",서울특별시 동대문구 제기동 486-4 1층 ,2022-04-11,중국식
일반음식점,동묘삼계탕,"서울특별시 동대문구 천호대로 15-7, 1층 (신설동)",서울특별시 동대문구 신설동 102-47 ,2018-04-17,한식
일반음식점,동경,"서울특별시 동대문구 왕산로 17-12, 1층 (신설동)",서울특별시 동대문구 신설동 73-2 1층 ,2013-04-09,한식
일반음식점,한근숯불닭갈비,"서울특별시 동대문구 천호대로85길 7, 1층 (장안동)",서울특별시 동대문구 장안동 433-22 1층 ,2021-08-09,한식
일반음식점,오리명가,"서울특별시 동대문구 한천로24길 67, 1층 (장안동)",서울특별시 동대문구 장안동 382-7 1층 ,2021-12-07,중국식
